"id","name","type","state","city","address","latitude","longitude","phone","email","website","prayer_times","facilities","capacity","established_year","notes"
"169","Masjid Example 169","Masjid","Malacca","Malacca City","Jalan Masjid Example 169","0.0000","0.0000","03-0000 1169","contact169@example.com","www.masjidexample169.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","945","1989","Generic note about this mosque."
"170","Surau Example 170","Surau","Selangor","Shah Alam","Jalan Surau Example 170","0.0000","0.0000","03-0000 1170","contact170@example.com","www.surauexample170.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","950","1990","Generic note about this mosque."
"171","Masjid Example 171","Masjid","Selangor","Klang","Jalan Masjid Example 171","0.0000","0.0000","03-0000 1171","contact171@example.com","www.masjidexample171.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","955","1991","Generic note about this mosque."
"172","Surau Example 172","Surau","Selangor","Puchong","Jalan Surau Example 172","0.0000","0.0000","03-0000 1172","contact172@example.com","www.surauexample172.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","960","1992","Generic note about this mosque."
"173","Masjid Example 173","Masjid","Kedah","Alor Setar","Jalan Masjid Example 173","0.0000","0.0000","03-0000 1173","contact173@example.com","www.masjidexample173.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","965","1993","Generic note about this mosque."
"174","Surau Example 174","Surau","Penang","George Town","Jalan Surau Example 174","0.0000","0.0000","03-0000 1174","contact174@example.com","www.surauexample174.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","970","1994","Generic note about this mosque."
"175","Masjid Example 175","Masjid","Johor","Johor Bahru","Jalan Masjid Example 175","0.0000","0.0000","03-0000 1175","contact175@example.com","www.masjidexample175.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","975","1995","Generic note about this mosque."
"176","Surau Example 176","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 176","0.0000","0.0000","03-0000 1176","contact176@example.com","www.surauexample176.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","980","1996","Generic note about this mosque."
"177","Masjid Example 177","Masjid","Perak","Ipoh","Jalan Masjid Example 177","0.0000","0.0000","03-0000 1177","contact177@example.com","www.masjidexample177.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","985","1997","Generic note about this mosque."
"178","Surau Example 178","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 178","0.0000","0.0000","03-0000 1178","contact178@example.com","www.surauexample178.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","990","1998","Generic note about this mosque."
"179","Masjid Example 179","Masjid","Malacca","Malacca City","Jalan Masjid Example 179","0.0000","0.0000","03-0000 1179","contact179@example.com","www.masjidexample179.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","995","1999","Generic note about this mosque."
"180","Surau Example 180","Surau","Selangor","Shah Alam","Jalan Surau Example 180","0.0000","0.0000","03-0000 1180","contact180@example.com","www.surauexample180.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1000","2000","Generic note about this mosque."
"181","Masjid Example 181","Masjid","Selangor","Klang","Jalan Masjid Example 181","0.0000","0.0000","03-0000 1181","contact181@example.com","www.masjidexample181.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1005","2001","Generic note about this mosque."
"182","Surau Example 182","Surau","Selangor","Puchong","Jalan Surau Example 182","0.0000","0.0000","03-0000 1182","contact182@example.com","www.surauexample182.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1010","2002","Generic note about this mosque."
"183","Masjid Example 183","Masjid","Kedah","Alor Setar","Jalan Masjid Example 183","0.0000","0.0000","03-0000 1183","contact183@example.com","www.masjidexample183.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1015","2003","Generic note about this mosque."
"184","Surau Example 184","Surau","Penang","George Town","Jalan Surau Example 184","0.0000","0.0000","03-0000 1184","contact184@example.com","www.surauexample184.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1020","2004","Generic note about this mosque."
"185","Masjid Example 185","Masjid","Johor","Johor Bahru","Jalan Masjid Example 185","0.0000","0.0000","03-0000 1185","contact185@example.com","www.masjidexample185.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1025","2005","Generic note about this mosque."
"186","Surau Example 186","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 186","0.0000","0.0000","03-0000 1186","contact186@example.com","www.surauexample186.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1030","2006","Generic note about this mosque."
"187","Masjid Example 187","Masjid","Perak","Ipoh","Jalan Masjid Example 187","0.0000","0.0000","03-0000 1187","contact187@example.com","www.masjidexample187.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1035","2007","Generic note about this mosque."
"188","Surau Example 188","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 188","0.0000","0.0000","03-0000 1188","contact188@example.com","www.surauexample188.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1040","2008","Generic note about this mosque."
"189","Masjid Example 189","Masjid","Malacca","Malacca City","Jalan Masjid Example 189","0.0000","0.0000","03-0000 1189","contact189@example.com","www.masjidexample189.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1045","2009","Generic note about this mosque."
"190","Surau Example 190","Surau","Selangor","Shah Alam","Jalan Surau Example 190","0.0000","0.0000","03-0000 1190","contact190@example.com","www.surauexample190.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1050","2010","Generic note about this mosque."
"191","Masjid Example 191","Masjid","Selangor","Klang","Jalan Masjid Example 191","0.0000","0.0000","03-0000 1191","contact191@example.com","www.masjidexample191.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1055","2011","Generic note about this mosque."
"192","Surau Example 192","Surau","Selangor","Puchong","Jalan Surau Example 192","0.0000","0.0000","03-0000 1192","contact192@example.com","www.surauexample192.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1060","2012","Generic note about this mosque."
"193","Masjid Example 193","Masjid","Kedah","Alor Setar","Jalan Masjid Example 193","0.0000","0.0000","03-0000 1193","contact193@example.com","www.masjidexample193.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1065","2013","Generic note about this mosque."
"194","Surau Example 194","Surau","Penang","George Town","Jalan Surau Example 194","0.0000","0.0000","03-0000 1194","contact194@example.com","www.surauexample194.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1070","2014","Generic note about this mosque."
"195","Masjid Example 195","Masjid","Johor","Johor Bahru","Jalan Masjid Example 195","0.0000","0.0000","03-0000 1195","contact195@example.com","www.masjidexample195.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1075","2015","Generic note about this mosque."
"196","Surau Example 196","Surau","Kuala Lumpur","Kuala Lumpur","Jalan Surau Example 196","0.0000","0.0000","03-0000 1196","contact196@example.com","www.surauexample196.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1080","2016","Generic note about this mosque."
"197","Masjid Example 197","Masjid","Perak","Ipoh","Jalan Masjid Example 197","0.0000","0.0000","03-0000 1197","contact197@example.com","www.masjidexample197.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1085","2017","Generic note about this mosque."
"198","Surau Example 198","Surau","Negeri Sembilan","Seremban","Jalan Surau Example 198","0.0000","0.0000","03-0000 1198","contact198@example.com","www.surauexample198.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1090","2018","Generic note about this mosque."
"199","Masjid Example 199","Masjid","Malacca","Malacca City","Jalan Masjid Example 199","0.0000","0.0000","03-0000 1199","contact199@example.com","www.masjidexample199.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1095","2019","Generic note about this mosque."
"200","Surau Example 200","Surau","Selangor","Shah Alam","Jalan Surau Example 200","0.0000","0.0000","03-0000 1200","contact200@example.com","www.surauexample200.my","Fajr: 05:30, Dhuhr: 13:15, Asr: 16:30, Maghrib: 19:30, Isha: 20:45","Wi-Fi, Parking, Surau, Community Center","1100","1980","Generic note about this mosque."
